,DayAheadForecast,LoadFactor,MonitoredCapacity,MostRecentForecast,WeekAheadForecast
2016-04-17 19:15:00,0.0,0.0,2952.78,0.0,
2016-04-17 19:30:00,0.0,0.0,2952.78,0.0,
2016-04-17 19:45:00,0.0,0.0,2952.78,0.0,
2016-04-17 20:00:00,0.0,0.0,2952.78,0.0,
2016-04-17 20:15:00,0.0,0.0,2952.78,0.0,
2016-04-17 20:30:00,0.0,0.0,2952.78,0.0,
2016-04-17 20:45:00,0.0,0.0,2952.78,0.0,
2016-04-17 21:00:00,0.0,0.0,2952.78,0.0,
2016-04-17 21:15:00,0.0,0.0,2952.78,0.0,
2016-04-17 21:30:00,0.0,0.0,2952.78,0.0,
2016-04-17 21:45:00,0.0,0.0,2952.78,0.0,
2016-04-17 22:00:00,0.0,0.0,2952.78,0.0,
2016-04-17 22:15:00,0.0,0.0,2952.78,0.0,
2016-04-17 22:30:00,0.0,0.0,2952.78,0.0,
2016-04-17 22:45:00,0.0,0.0,2952.78,0.0,
2016-04-17 23:00:00,0.0,0.0,2952.78,0.0,
2016-04-17 23:15:00,0.0,0.0,2952.78,0.0,
2016-04-17 23:30:00,0.0,0.0,2952.78,0.0,
2016-04-17 23:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 00:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 00:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 00:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 00:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 01:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 01:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 01:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 01:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 02:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 02:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 02:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 02:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 03:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 03:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 03:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 03:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 04:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 04:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 04:30:00,0.77,0.0,2952.78,0.0,
2016-04-18 04:45:00,14.86,0.25,2952.78,7.46,
2016-04-18 05:00:00,43.97,1.8,2952.78,53.11,
2016-04-18 05:15:00,87.79,3.88,2952.78,114.6,
2016-04-18 05:30:00,156.49,6.71,2952.78,198.11,
2016-04-18 05:45:00,250.78,10.22,2952.78,301.7,
2016-04-18 06:00:00,368.78,14.33,2952.78,424.73,
2016-04-18 06:15:00,498.93,18.77,2952.78,558.47,
2016-04-18 06:30:00,635.27,23.57,2952.78,699.14,
2016-04-18 06:45:00,773.11,28.5,2952.78,840.32,
2016-04-18 07:00:00,913.13,33.43,2952.78,984.73,
2016-04-18 07:15:00,1061.81,38.29,2952.78,1132.54,
2016-04-18 07:30:00,1200.84,43.05,2952.78,1271.45,
2016-04-18 07:45:00,1332.3,47.19,2952.78,1400.1,
2016-04-18 08:00:00,1447.54,51.45,2952.78,1517.29,
2016-04-18 08:15:00,1550.88,55.28,2952.78,1622.72,
2016-04-18 08:30:00,1643.16,58.98,2952.78,1718.96,
2016-04-18 08:45:00,1720.97,62.0,2952.78,1804.37,
2016-04-18 09:00:00,1783.25,64.98,2952.78,1878.95,
2016-04-18 09:15:00,1822.83,67.31,2952.78,1941.1,
2016-04-18 09:30:00,1842.37,68.21,2952.78,1992.6,
2016-04-18 09:45:00,1851.17,66.82,2952.78,2033.73,
2016-04-18 10:00:00,1850.33,61.11,2952.78,2065.26,
2016-04-18 10:15:00,1834.94,55.21,2952.78,2086.32,
2016-04-18 10:30:00,1801.77,50.49,2952.78,2093.35,
2016-04-18 10:45:00,1755.4,48.74,2952.78,2085.38,
2016-04-18 11:00:00,1703.32,43.37,2952.78,2065.73,
2016-04-18 11:15:00,1660.69,44.9,2952.78,2033.5,
2016-04-18 11:30:00,1624.08,42.97,2952.78,1989.37,
2016-04-18 11:45:00,1582.41,39.38,2952.78,1937.2,
2016-04-18 12:00:00,1536.86,39.17,2952.78,1879.33,
2016-04-18 12:15:00,1493.17,38.62,2952.78,1819.64,
2016-04-18 12:30:00,1448.53,36.47,2952.78,1757.07,
2016-04-18 12:45:00,1399.91,36.93,2952.78,1688.38,
2016-04-18 13:00:00,1347.27,38.17,2952.78,1615.81,
2016-04-18 13:15:00,1287.46,35.91,2952.78,1544.67,
2016-04-18 13:30:00,1227.57,34.38,2952.78,1478.6,
2016-04-18 13:45:00,1174.29,33.69,2952.78,1415.49,
2016-04-18 14:00:00,1119.97,32.58,2952.78,1349.97,
2016-04-18 14:15:00,1059.79,31.67,2952.78,1281.78,
2016-04-18 14:30:00,993.68,31.67,2952.78,1209.34,
2016-04-18 14:45:00,925.4,30.48,2952.78,1130.25,
2016-04-18 15:00:00,855.33,27.24,2952.78,1045.28,
2016-04-18 15:15:00,780.55,25.05,2952.78,955.02,
2016-04-18 15:30:00,703.01,22.77,2952.78,860.21,
2016-04-18 15:45:00,624.57,20.99,2952.78,761.34,
2016-04-18 16:00:00,544.92,17.97,2952.78,657.69,
2016-04-18 16:15:00,464.96,14.49,2952.78,551.93,
2016-04-18 16:30:00,385.98,11.47,2952.78,449.81,
2016-04-18 16:45:00,310.09,9.0,2952.78,354.94,
2016-04-18 17:00:00,239.07,6.83,2952.78,268.42,
2016-04-18 17:15:00,174.94,4.92,2952.78,195.02,
2016-04-18 17:30:00,116.56,3.21,2952.78,135.68,
2016-04-18 17:45:00,72.62,1.76,2952.78,87.48,
2016-04-18 18:00:00,41.97,0.8,2952.78,50.42,
2016-04-18 18:15:00,18.93,0.25,2952.78,23.13,
2016-04-18 18:30:00,4.5,0.05,2952.78,5.54,
2016-04-18 18:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 19:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 19:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 19:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 19:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 20:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 20:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 20:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 20:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 21:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 21:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 21:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 21:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 22:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 22:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 22:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 22:45:00,0.0,0.0,2952.78,0.0,
2016-04-18 23:00:00,0.0,0.0,2952.78,0.0,
2016-04-18 23:15:00,0.0,0.0,2952.78,0.0,
2016-04-18 23:30:00,0.0,0.0,2952.78,0.0,
2016-04-18 23:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 00:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 00:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 00:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 00:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 01:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 01:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 01:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 01:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 02:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 02:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 02:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 02:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 03:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 03:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 03:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 03:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 04:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 04:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 04:30:00,0.98,0.0,2952.78,0.0,
2016-04-19 04:45:00,10.94,0.03,2952.78,1.01,
2016-04-19 05:00:00,31.57,0.43,2952.78,12.57,
2016-04-19 05:15:00,65.1,1.15,2952.78,34.03,
2016-04-19 05:30:00,117.18,2.3,2952.78,67.82,
2016-04-19 05:45:00,179.67,3.73,2952.78,109.75,
2016-04-19 06:00:00,247.7,5.35,2952.78,158.32,
2016-04-19 06:15:00,326.34,7.25,2952.78,213.91,
2016-04-19 06:30:00,412.62,9.6,2952.78,283.44,
2016-04-19 06:45:00,504.52,12.49,2952.78,370.07,
2016-04-19 07:00:00,599.68,16.15,2952.78,479.12,
2016-04-19 07:15:00,694.61,20.96,2952.78,618.42,
2016-04-19 07:30:00,787.71,26.4,2952.78,681.82,
2016-04-19 07:45:00,880.85,31.34,2952.78,770.05,
2016-04-19 08:00:00,975.7,36.12,2952.78,859.75,
2016-04-19 08:15:00,1068.38,39.7,2952.78,952.04,
2016-04-19 08:30:00,1158.93,41.86,2952.78,1047.63,
2016-04-19 08:45:00,1248.38,44.31,2952.78,1144.57,
2016-04-19 09:00:00,1332.95,46.32,2952.78,1239.8,
2016-04-19 09:15:00,1403.48,46.3,2952.78,1321.59,
2016-04-19 09:30:00,1460.1,48.11,2952.78,1389.8,
2016-04-19 09:45:00,1510.4,46.65,2952.78,1453.59,
2016-04-19 10:00:00,1553.57,47.49,2952.78,1511.26,
2016-04-19 10:15:00,1587.76,48.52,2952.78,1554.32,
2016-04-19 10:30:00,1612.43,51.05,2952.78,1584.5,
2016-04-19 10:45:00,1628.92,52.67,2952.78,1606.81,
2016-04-19 11:00:00,1638.77,51.17,2952.78,1624.28,
2016-04-19 11:15:00,1642.45,52.09,2952.78,1643.46,
2016-04-19 11:30:00,1639.59,51.78,2952.78,1662.07,
2016-04-19 11:45:00,1630.53,53.41,2952.78,1676.6,
2016-04-19 12:00:00,1615.78,55.76,2952.78,1683.76,
2016-04-19 12:15:00,1596.08,57.79,2952.78,1678.66,
2016-04-19 12:30:00,1571.57,61.38,2952.78,1663.28,
2016-04-19 12:45:00,1541.54,59.76,2952.78,1642.09,
2016-04-19 13:00:00,1505.44,58.08,2952.78,1613.4,
2016-04-19 13:15:00,1462.09,58.08,2952.78,1576.4,
2016-04-19 13:30:00,1413.7,55.54,2952.78,1535.53,
2016-04-19 13:45:00,1362.15,52.73,2952.78,1490.14,
2016-04-19 14:00:00,1305.82,50.49,2952.78,1439.38,
2016-04-19 14:15:00,1244.66,48.68,2952.78,1381.1,
2016-04-19 14:30:00,1178.8,46.17,2952.78,1316.8,
2016-04-19 14:45:00,1106.63,43.75,2952.78,1245.22,
2016-04-19 15:00:00,1027.87,40.78,2952.78,1164.38,
2016-04-19 15:15:00,944.32,37.51,2952.78,1071.85,
2016-04-19 15:30:00,857.13,33.75,2952.78,970.39,
2016-04-19 15:45:00,764.52,30.67,2952.78,864.09,
2016-04-19 16:00:00,665.62,26.46,2952.78,747.69,
2016-04-19 16:15:00,565.04,22.49,2952.78,629.26,
2016-04-19 16:30:00,466.09,19.77,2952.78,513.35,
2016-04-19 16:45:00,371.45,16.39,2952.78,399.76,
2016-04-19 17:00:00,280.62,12.25,2952.78,293.56,
2016-04-19 17:15:00,199.85,8.89,2952.78,204.47,
2016-04-19 17:30:00,140.4,6.11,2952.78,146.05,
2016-04-19 17:45:00,96.29,3.84,2952.78,104.46,
2016-04-19 18:00:00,58.07,2.2,2952.78,63.37,
2016-04-19 18:15:00,28.4,0.95,2952.78,31.18,
2016-04-19 18:30:00,7.78,0.24,2952.78,8.55,
2016-04-19 18:45:00,0.03,0.0,2952.78,0.03,
2016-04-19 19:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 19:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 19:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 19:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 20:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 20:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 20:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 20:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 21:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 21:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 21:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 21:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 22:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 22:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 22:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 22:45:00,0.0,0.0,2952.78,0.0,
2016-04-19 23:00:00,0.0,0.0,2952.78,0.0,
2016-04-19 23:15:00,0.0,0.0,2952.78,0.0,
2016-04-19 23:30:00,0.0,0.0,2952.78,0.0,
2016-04-19 23:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 00:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 00:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 00:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 00:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 01:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 01:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 01:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 01:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 02:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 02:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 02:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 02:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 03:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 03:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 03:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 03:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 04:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 04:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 04:30:00,3.11,0.0,2952.78,0.0,
2016-04-20 04:45:00,21.68,0.68,2952.78,20.04,
2016-04-20 05:00:00,54.62,2.39,2952.78,70.55,
2016-04-20 05:15:00,107.12,4.69,2952.78,138.44,
2016-04-20 05:30:00,178.55,7.65,2952.78,225.83,
2016-04-20 05:45:00,266.01,11.29,2952.78,332.15,
2016-04-20 06:00:00,381.87,15.51,2952.78,460.14,
2016-04-20 06:15:00,511.63,20.1,2952.78,597.02,
2016-04-20 06:30:00,650.26,24.97,2952.78,742.06,
2016-04-20 06:45:00,798.39,30.01,2952.78,889.99,
2016-04-20 07:00:00,950.83,34.92,2952.78,1028.58,
2016-04-20 07:15:00,1091.78,39.79,2952.78,1180.83,
2016-04-20 07:30:00,1231.18,44.26,2952.78,1328.03,
2016-04-20 07:45:00,1366.7,48.72,2952.78,1465.87,
2016-04-20 08:00:00,1489.3,52.93,2952.78,1588.8,
2016-04-20 08:15:00,1601.08,57.04,2952.78,1701.66,
2016-04-20 08:30:00,1699.08,60.84,2952.78,1802.51,
2016-04-20 08:45:00,1784.71,64.19,2952.78,1892.99,
2016-04-20 09:00:00,1860.82,67.19,2952.78,1973.24,
2016-04-20 09:15:00,1935.69,69.93,2952.78,2044.74,
2016-04-20 09:30:00,2009.18,72.67,2952.78,2110.18,
2016-04-20 09:45:00,2072.39,74.62,2952.78,2166.61,
2016-04-20 10:00:00,2124.81,76.21,2952.78,2212.97,
2016-04-20 10:15:00,2167.38,77.6,2952.78,2249.05,
2016-04-20 10:30:00,2201.56,78.83,2952.78,2277.06,
2016-04-20 10:45:00,2228.7,79.5,2952.78,2297.45,
2016-04-20 11:00:00,2248.45,80.13,2952.78,2310.69,
2016-04-20 11:15:00,2259.56,80.44,2952.78,2316.48,
2016-04-20 11:30:00,2262.07,80.08,2952.78,2314.31,
2016-04-20 11:45:00,2256.92,79.56,2952.78,2304.28,
2016-04-20 12:00:00,2244.14,79.42,2952.78,2286.83,
2016-04-20 12:15:00,2223.63,78.74,2952.78,2261.86,
2016-04-20 12:30:00,2195.26,77.68,2952.78,2229.27,
2016-04-20 12:45:00,2159.27,76.02,2952.78,2190.24,
2016-04-20 13:00:00,2115.6,74.51,2952.78,2143.77,
2016-04-20 13:15:00,2062.56,72.53,2952.78,2087.57,
2016-04-20 13:30:00,2000.36,70.33,2952.78,2022.27,
2016-04-20 13:45:00,1931.15,67.8,2952.78,1950.94,
2016-04-20 14:00:00,1854.67,64.75,2952.78,1872.43,
2016-04-20 14:15:00,1770.06,61.53,2952.78,1786.34,
2016-04-20 14:30:00,1674.18,57.99,2952.78,1689.24,
2016-04-20 14:45:00,1565.35,54.43,2952.78,1578.7,
2016-04-20 15:00:00,1447.81,50.36,2952.78,1459.3,
2016-04-20 15:15:00,1319.69,46.16,2952.78,1329.57,
2016-04-20 15:30:00,1177.57,41.66,2952.78,1185.85,
2016-04-20 15:45:00,1031.61,36.79,2952.78,1038.37,
2016-04-20 16:00:00,879.7,32.23,2952.78,885.15,
2016-04-20 16:15:00,722.76,27.53,2952.78,726.74,
2016-04-20 16:30:00,573.93,22.81,2952.78,576.62,
2016-04-20 16:45:00,436.95,18.14,2952.78,438.58,
2016-04-20 17:00:00,308.26,13.76,2952.78,309.07,
2016-04-20 17:15:00,202.28,9.8,2952.78,202.41,
2016-04-20 17:30:00,146.2,6.46,2952.78,146.17,
2016-04-20 17:45:00,115.75,4.03,2952.78,115.98,
2016-04-20 18:00:00,73.86,2.21,2952.78,74.07,
2016-04-20 18:15:00,37.75,0.89,2952.78,37.85,
2016-04-20 18:30:00,11.31,0.21,2952.78,11.35,
2016-04-20 18:45:00,0.19,0.0,2952.78,0.19,
2016-04-20 19:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 19:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 19:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 19:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 20:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 20:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 20:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 20:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 21:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 21:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 21:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 21:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 22:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 22:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 22:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 22:45:00,0.0,0.0,2952.78,0.0,
2016-04-20 23:00:00,0.0,0.0,2952.78,0.0,
2016-04-20 23:15:00,0.0,0.0,2952.78,0.0,
2016-04-20 23:30:00,0.0,0.0,2952.78,0.0,
2016-04-20 23:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 00:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 00:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 00:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 00:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 01:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 01:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 01:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 01:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 02:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 02:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 02:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 02:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 03:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 03:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 03:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 03:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 04:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 04:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 04:30:00,4.5,0.0,2952.78,0.0,
2016-04-21 04:45:00,23.07,1.09,2952.78,32.27,
2016-04-21 05:00:00,54.21,2.96,2952.78,87.27,
2016-04-21 05:15:00,102.9,5.23,2952.78,154.43,
2016-04-21 05:30:00,169.6,8.17,2952.78,241.31,
2016-04-21 05:45:00,251.08,11.69,2952.78,345.26,
2016-04-21 06:00:00,350.89,15.76,2952.78,467.36,
2016-04-21 06:15:00,458.4,20.23,2952.78,601.77,
2016-04-21 06:30:00,572.3,25.23,2952.78,747.41,
2016-04-21 06:45:00,690.07,29.35,2952.78,862.09,
2016-04-21 07:00:00,808.11,33.4,2952.78,982.41,
2016-04-21 07:15:00,922.17,37.44,2952.78,1105.45,
2016-04-21 07:30:00,1033.18,41.39,2952.78,1231.8,
2016-04-21 07:45:00,1138.5,44.92,2952.78,1326.03,
2016-04-21 08:00:00,1236.57,48.67,2952.78,1411.83,
2016-04-21 08:15:00,1328.1,52.55,2952.78,1493.36,
2016-04-21 08:30:00,1412.25,55.71,2952.78,1568.32,
2016-04-21 08:45:00,1488.61,58.42,2952.78,1636.69,
2016-04-21 09:00:00,1557.86,61.06,2952.78,1696.63,
2016-04-21 09:15:00,1618.94,63.82,2952.78,1748.49,
2016-04-21 09:30:00,1671.66,65.9,2952.78,1793.34,
2016-04-21 09:45:00,1716.09,66.29,2952.78,1828.44,
2016-04-21 10:00:00,1752.91,66.41,2952.78,1855.83,
2016-04-21 10:15:00,1782.59,66.31,2952.78,1876.93,
2016-04-21 10:30:00,1807.67,66.84,2952.78,1893.85,
2016-04-21 10:45:00,1829.24,66.83,2952.78,1905.01,
2016-04-21 11:00:00,1845.3,66.15,2952.78,1909.92,
2016-04-21 11:15:00,1854.87,66.97,2952.78,1911.98,
2016-04-21 11:30:00,1857.71,63.72,2952.78,1908.48,
2016-04-21 11:45:00,1853.34,63.37,2952.78,1897.29,
2016-04-21 12:00:00,1841.0,64.06,2952.78,1878.14,
2016-04-21 12:15:00,1819.4,61.69,2952.78,1851.6,
2016-04-21 12:30:00,1789.35,58.77,2952.78,1818.7,
2016-04-21 12:45:00,1752.55,56.17,2952.78,1777.83,
2016-04-21 13:00:00,1708.55,54.2,2952.78,1729.22,
2016-04-21 13:15:00,1655.56,52.26,2952.78,1673.86,
2016-04-21 13:30:00,1595.91,50.95,2952.78,1615.54,
2016-04-21 13:45:00,1532.38,48.96,2952.78,1552.65,
2016-04-21 14:00:00,1463.6,45.83,2952.78,1483.03,
2016-04-21 14:15:00,1388.12,42.73,2952.78,1406.27,
2016-04-21 14:30:00,1305.47,40.84,2952.78,1322.14,
2016-04-21 14:45:00,1216.31,38.72,2952.78,1233.35,
2016-04-21 15:00:00,1120.38,35.6,2952.78,1139.04,
2016-04-21 15:15:00,1017.4,31.59,2952.78,1037.5,
2016-04-21 15:30:00,908.67,27.18,2952.78,930.37,
2016-04-21 15:45:00,799.06,22.45,2952.78,818.13,
2016-04-21 16:00:00,688.32,19.36,2952.78,706.1,
2016-04-21 16:15:00,579.83,16.05,2952.78,593.89,
2016-04-21 16:30:00,476.38,12.71,2952.78,488.61,
2016-04-21 16:45:00,378.91,10.08,2952.78,390.96,
2016-04-21 17:00:00,286.8,7.63,2952.78,298.63,
2016-04-21 17:15:00,210.66,5.55,2952.78,220.79,
2016-04-21 17:30:00,152.61,3.96,2952.78,157.17,
2016-04-21 17:45:00,104.58,2.62,2952.78,105.44,
2016-04-21 18:00:00,62.41,1.43,2952.78,63.91,
2016-04-21 18:15:00,31.47,0.53,2952.78,32.35,
2016-04-21 18:30:00,9.62,0.08,2952.78,10.13,
2016-04-21 18:45:00,0.34,0.0,2952.78,0.4,
2016-04-21 19:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 19:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 19:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 19:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 20:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 20:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 20:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 20:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 21:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 21:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 21:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 21:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 22:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 22:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 22:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 22:45:00,0.0,0.0,2952.78,0.0,
2016-04-21 23:00:00,0.0,0.0,2952.78,0.0,
2016-04-21 23:15:00,0.0,0.0,2952.78,0.0,
2016-04-21 23:30:00,0.0,0.0,2952.78,0.0,
2016-04-21 23:45:00,0.0,0.0,2952.78,0.0,
2016-04-22 00:00:00,0.0,0.0,2952.78,0.0,
2016-04-22 00:15:00,0.0,0.0,2952.78,0.0,
2016-04-22 00:30:00,0.0,0.0,2952.78,0.0,
2016-04-22 00:45:00,0.0,0.0,2952.78,0.0,
2016-04-22 01:00:00,0.0,0.0,2952.78,0.0,
2016-04-22 01:15:00,0.0,0.0,2952.78,0.0,
2016-04-22 01:30:00,0.0,0.0,2952.78,0.0,
2016-04-22 01:45:00,0.0,0.0,2952.78,0.0,
2016-04-22 02:00:00,0.0,0.0,2952.78,0.0,
2016-04-22 02:15:00,0.0,0.0,2952.78,0.0,
2016-04-22 02:30:00,0.0,0.0,2952.78,0.0,
2016-04-22 02:45:00,0.0,0.0,2952.78,0.0,
2016-04-22 03:00:00,0.0,0.0,2952.78,0.0,
2016-04-22 03:15:00,0.0,0.0,2952.78,0.0,
2016-04-22 03:30:00,0.0,0.0,2952.78,0.0,
2016-04-22 03:45:00,0.0,0.0,2952.78,0.0,
2016-04-22 04:00:00,0.0,0.0,2952.78,0.0,
2016-04-22 04:15:00,0.0,0.0,2952.78,0.0,
2016-04-22 04:30:00,3.72,0.0,2952.78,0.0,
2016-04-22 04:45:00,16.66,0.42,2952.78,12.32,
2016-04-22 05:00:00,37.88,1.39,2952.78,41.14,
2016-04-22 05:15:00,69.12,2.7,2952.78,79.82,
2016-04-22 05:30:00,118.41,4.16,2952.78,122.76,
2016-04-22 05:45:00,174.84,5.81,2952.78,171.48,
2016-04-22 06:00:00,227.52,7.61,2952.78,224.68,
2016-04-22 06:15:00,281.3,9.62,2952.78,283.58,
2016-04-22 06:30:00,334.72,11.41,2952.78,335.26,
2016-04-22 06:45:00,387.15,13.81,2952.78,407.42,
2016-04-22 07:00:00,439.26,17.21,2952.78,513.08,
2016-04-22 07:15:00,491.09,19.82,2952.78,585.08,
2016-04-22 07:30:00,543.24,22.12,2952.78,637.12,
2016-04-22 07:45:00,595.31,24.72,2952.78,684.41,
2016-04-22 08:00:00,646.0,27.85,2952.78,733.56,
2016-04-22 08:15:00,695.23,31.1,2952.78,785.9,
2016-04-22 08:30:00,742.83,34.63,2952.78,840.64,
2016-04-22 08:45:00,789.0,37.72,2952.78,896.79,
2016-04-22 09:00:00,833.34,40.19,2952.78,954.25,
2016-04-22 09:15:00,873.75,43.61,2952.78,1009.9,
